Candidate Model,MLflow Run ID,Artifact Path,Is Directory,File Size Bytes
AdaBoost,89593592bd3e462da24195c39f5e18d7,baseline_cv,True,0
Bagging,883b663f45b248e3923d003eec37a8d1,baseline_cv,True,0
Decision Tree,25af4ecc3d474e54999ff99cd993f7a9,baseline_cv,True,0
Gradient Boosting,1d7330922a354de8bc59e6d83f9f05eb,baseline_cv,True,0
Random Forest,57c148af94d04504be6bce517cf93c20,baseline_cv,True,0
XGBoost,25de7db920654dc7b1c26c5e21d7e4e4,baseline_cv,True,0
